"날짜","종가","시가","고가","저가","거래량","변동 %"
"2018- 02- 10","989,000","1,011,000","1,067,000","950,000","145.11K","-2.18%"
"2018- 02- 09","1,011,000","935,000","1,014,000","899,000","128.94K","8.13%"
"2018- 02- 08","935,000","831,000","949,000","829,000","162.62K","12.52%"
"2018- 02- 07","831,000","874,000","921,000","790,000","199.08K","-4.81%"
"2018- 02- 06","873,000","787,000","890,000","621,000","329.11K","10.93%"
"2018- 02- 05","787,000","910,000","934,000","754,000","146.07K","-13.52%"
"2018- 02- 04","910,000","1,002,000","1,049,000","881,000","117.82K","-9.18%"
"2018- 02- 03","1,002,000","982,000","1,059,000","879,000","147.55K","2.04%"
"2018- 02- 02","982,000","1,135,000","1,138,000","746,000","362.19K","-13.48%"
"2018- 02- 01","1,135,000","1,253,000","1,308,000","1,100,000","180.32K","-9.42%"
"2018- 01- 31","1,253,000","1,225,000","1,258,000","1,118,000","119.21K","2.29%"
"2018- 01- 30","1,225,000","1,343,000","1,352,000","1,200,000","123.80K","-8.79%"
"2018- 01- 29","1,343,000","1,392,000","1,415,000","1,302,000","126.41K","-3.45%"
"2018- 01- 28","1,391,000","1,250,000","1,443,000","1,240,000","334.78K","11.28%"
"2018- 01- 27","1,250,000","1,213,000","1,266,000","1,175,000","85.16K","3.05%"
"2018- 01- 26","1,213,000","1,216,000","1,249,000","1,092,000","133.30K","-0.16%"
"2018- 01- 25","1,215,000","1,262,000","1,309,000","1,178,000","135.94K","-3.57%"
"2018- 01- 24","1,260,000","1,183,000","1,328,000","1,143,000","177.35K","6.51%"
"2018- 01- 23","1,183,000","1,290,000","1,294,000","1,118,000","116.41K","-8.29%"
"2018- 01- 22","1,290,000","1,325,000","1,350,000","1,173,000","104.24K","-2.64%"
"2018- 01- 21","1,325,000","1,509,000","1,527,000","1,251,000","135.00K","-12.19%"
"2018- 01- 20","1,509,000","1,378,000","1,524,000","1,369,000","181.54K","9.51%"
"2018- 01- 19","1,378,000","1,335,000","1,405,000","1,308,000","131.15K","3.22%"
"2018- 01- 18","1,335,000","1,344,600","1,490,000","1,210,000","271.78K","-0.71%"
"2018- 01- 17","1,344,600","1,314,300","1,470,000","986,100","345.76K","2.31%"
"2018- 01- 16","1,314,300","1,789,400","1,796,700","1,000,100","387.07K","-26.55%"
"2018- 01- 15","1,789,400","1,895,300","1,999,300","1,754,500","167.90K","-5.80%"
"2018- 01- 14","1,899,600","2,027,000","2,033,700","1,777,000","175.85K","-5.97%"
"2018- 01- 13","2,020,100","1,874,800","2,099,900","1,824,000","223.12K","8.25%"
"2018- 01- 12","1,866,200","1,654,600","1,896,000","1,554,600","357.80K","13.10%"
"2018- 01- 11","1,650,100","1,780,000","1,975,000","1,520,000","414.13K","-7.29%"
"2018- 01- 10","1,779,900","2,055,800","2,345,000","1,606,000","491.46K","-13.08%"
"2018- 01- 09","2,047,800","1,845,000","2,163,600","1,730,400","329.51K","11.03%"
"2018- 01- 08","1,844,300","1,784,800","1,994,900","1,560,000","316.11K","3.05%"
"2018- 01- 07","1,789,700","1,549,500","1,798,400","1,513,600","175.19K","15.25%"
"2018- 01- 06","1,552,900","1,484,100","1,552,900","1,449,900","129.17K","4.30%"
"2018- 01- 05","1,488,900","1,401,300","1,574,000","1,385,000","219.75K","6.28%"
"2018- 01- 04","1,400,900","1,275,500","1,480,200","1,250,200","213.73K","9.65%"
"2018- 01- 03","1,277,600","1,163,000","1,314,200","1,150,600","189.59K","10.24%"
"2018- 01- 02","1,158,900","1,046,300","1,248,900","1,045,500","336.71K","10.60%"
"2018- 01- 01","1,047,800","1,025,700","1,076,500","1,015,900","103.16K","2.03%"
"2017- 12- 31","1,027,000","1,001,900","1,030,000","985,000","84.30K","2.52%"
"2017- 12- 30","1,001,800","984,500","1,020,400","951,200","120.03K","1.76%"
"2017- 12- 29","984,500","963,800","993,200","933,000","125.82K","2.54%"
"2017- 12- 28","960,100","1,047,800","1,048,700","856,400","174.09K","-8.38%"
"2017- 12- 27","1,047,900","1,027,000","1,050,000","1,024,700","121.91K","2.04%"
"2017- 12- 26","1,027,000","1,025,200","1,055,400","1,015,000","162.59K","0.01%"
"2017- 12- 25","1,026,900","965,000","1,062,500","960,300","308.01K","6.23%"
"2017- 12- 24","966,700","973,600","980,000","881,200","159.00K","-0.73%"
"2017- 12- 23","973,800","921,400","1,008,200","902,200","196.04K","5.68%"
"2017- 12- 22","921,500","1,097,900","1,112,000","755,000","327.06K","-16.20%"
"2017- 12- 21","1,099,600","1,065,000","1,228,700","980,100","301.94K","3.29%"
"2017- 12- 20","1,064,600","1,010,600","1,100,000","940,000","300.80K","5.39%"
"2017- 12- 19","1,010,200","910,500","1,049,900","896,000","291.61K","10.94%"
"2017- 12- 18","910,600","814,000","938,400","784,800","271.60K","11.68%"
"2017- 12- 17","815,400","787,100","829,900","786,500","190.29K","3.58%"
"2017- 12- 16","787,200","773,800","817,800","772,000","177.27K","1.73%"
"2017- 12- 15","773,800","796,000","796,400","715,200","271.53K","-2.87%"
"2017- 12- 14","796,700","777,600","846,900","752,700","462.80K","2.27%"
"2017- 12- 13","779,000","703,000","817,400","643,000","541.34K","11.02%"
"2017- 12- 12","701,700","584,000","786,100","566,400","873.95K","19.97%"
"2017- 12- 11","584,900","501,500","588,000","500,700","192.07K","16.63%"
"2017- 12- 10","501,500","553,000","554,300","455,100","180.81K","-9.15%"
"2017- 12- 09","552,000","552,200","587,500","521,800","176.39K","-0.05%"
"2017- 12- 08","552,300","565,000","595,000","520,000","218.36K","-2.07%"
"2017- 12- 07","564,000","550,600","570,000","530,800","226.37K","2.40%"
"2017- 12- 06","550,800","566,300","567,500","534,100","165.65K","-2.69%"
"2017- 12- 05","566,000","546,300","571,300","545,800","140.47K","3.64%"
"2017- 12- 04","546,100","540,900","550,000","536,000","112.52K","0.96%"
"2017- 12- 03","540,900","539,000","546,600","532,000","125.16K","0.35%"
"2017- 12- 02","539,000","530,900","549,500","521,700","143.69K","1.53%"
"2017- 12- 01","530,900","519,100","541,900","493,000","208.62K","2.12%"
"2017- 11- 30","519,900","473,900","542,000","445,500","406.05K","9.68%"
"2017- 11- 29","474,000","560,300","631,000","459,500","619.40K","-15.39%"
"2017- 11- 28","560,200","543,600","561,200","537,300","230.71K","3.02%"
"2017- 11- 27","543,800","519,000","556,500","518,500","331.67K","4.68%"
"2017- 11- 26","519,500","517,600","521,700","503,800","215.14K","0.29%"
"2017- 11- 25","518,000","525,400","544,500","494,600","355.82K","-1.28%"
"2017- 11- 24","524,700","448,000","534,000","445,000","672.73K","17.12%"
"2017- 11- 23","448,000","416,400","469,800","410,200","636.79K","7.64%"
"2017- 11- 22","416,200","394,300","418,500","393,700","204.36K","5.55%"
"2017- 11- 21","394,300","396,200","408,100","380,800","282.99K","-0.45%"
"2017- 11- 20","396,100","386,450","406,900","383,650","194.53K","2.43%"
"2017- 11- 19","386,700","381,350","413,600","377,500","555.59K","1.43%"
"2017- 11- 18","381,250","366,200","385,800","363,550","209.56K","4.08%"
"2017- 11- 17","366,300","364,450","370,200","361,250","166.24K","0.47%"
"2017- 11- 16","364,600","378,400","378,900","360,100","252.60K","-3.62%"
"2017- 11- 15","378,300","382,500","386,500","375,600","212.97K","-1.05%"
"2017- 11- 14","382,300","359,000","393,000","358,900","465.18K","6.51%"
"2017- 11- 13","358,950","359,700","449,800","355,800","518.71K","-0.08%"
"2017- 11- 12","359,250","353,850","373,000","341,000","378.56K","1.47%"
"2017- 11- 11","354,050","340,900","359,500","338,050","273.14K","3.86%"
"2017- 11- 10","340,900","362,700","367,950","333,050","388.11K","-5.92%"
"2017- 11- 09","362,350","344,800","369,800","342,500","440.91K","5.15%"
"2017- 11- 08","344,600","338,050","355,950","334,900","322.63K","1.95%"
"2017- 11- 07","338,000","342,000","349,400","334,200","178.09K","-1.04%"
"2017- 11- 06","341,550","336,250","349,800","333,750","185.82K","1.59%"
"2017- 11- 05","336,200","338,200","340,450","333,100","86.55K","-0.59%"
"2017- 11- 04","338,200","343,050","345,800","325,000","156.64K","-1.57%"
"2017- 11- 03","343,600","335,000","349,800","329,950","249.43K","2.86%"
"2017- 11- 02","334,050","332,700","339,450","324,250","322.00K","0.41%"
"2017- 11- 01","332,700","347,600","350,000","328,700","258.31K","-4.29%"
"2017- 10- 31","347,600","348,150","353,150","346,500","146.89K","-0.07%"
"2017- 10- 30","347,850","344,450","354,750","343,400","150.14K","0.99%"
"2017- 10- 29","344,450","340,450","362,500","340,000","335.93K","1.17%"
"2017- 10- 28","340,450","342,050","352,450","338,600","136.72K","-0.50%"
"2017- 10- 27","342,150","339,900","346,250","338,350","87.42K","0.66%"
"2017- 10- 26","339,900","342,750","344,700","338,800","76.00K","-0.53%"
"2017- 10- 25","341,700","342,900","348,050","335,000","93.14K","-0.52%"
"2017- 10- 24","343,500","336,400","357,800","332,250","245.02K","2.02%"
"2017- 10- 23","336,700","341,350","342,950","325,050","126.68K","-1.43%"
"2017- 10- 22","341,600","343,350","352,000","340,100","81.73K","-0.45%"
"2017- 10- 21","343,150","347,300","348,750","337,800","90.98K","-1.24%"
"2017- 10- 20","347,450","350,950","353,200","346,000","93.55K","-0.90%"
"2017- 10- 19","350,600","358,050","361,000","348,000","122.35K","-2.03%"
"2017- 10- 18","357,850","360,750","362,600","332,500","263.17K","-0.94%"
"2017- 10- 17","361,250","373,550","375,400","353,700","214.23K","-3.28%"
"2017- 10- 16","373,500","380,500","394,700","372,550","371.68K","-1.71%"
"2017- 10- 15","380,000","383,750","387,400","357,300","353.85K","-0.96%"
"2017- 10- 14","383,700","384,700","395,850","376,350","276.79K","-0.27%"
"2017- 10- 13","384,750","351,600","397,050","349,450","634.19K","9.43%"
"2017- 10- 12","351,600","347,950","354,850","347,000","167.74K","1.05%"
"2017- 10- 11","347,950","345,950","348,900","343,950","63.11K","0.59%"
"2017- 10- 10","345,900","341,800","351,100","336,500","143.83K","1.27%"
"2017- 10- 09","341,550","351,600","353,750","335,250","180.53K","-2.86%"
"2017- 10- 08","351,600","353,450","355,100","350,350","103.87K","-0.52%"
"2017- 10- 07","353,450","353,950","359,600","348,700","197.68K","-0.04%"
"2017- 10- 06","353,600","337,150","356,000","336,500","128.65K","4.88%"
"2017- 10- 05","337,150","338,950","339,450","333,250","69.69K","-0.60%"
"2017- 10- 04","339,200","337,150","339,900","334,050","59.69K","0.53%"
"2017- 10- 03","337,400","338,900","342,450","329,400","94.53K","-0.52%"
"2017- 10- 02","339,150","341,000","344,150","337,200","104.43K","-0.63%"
"2017- 10- 01","341,300","339,350","343,350","334,600","131.04K","0.63%"
"2017- 09- 30","339,150","327,400","339,500","326,400","121.54K","3.57%"
"2017- 09- 29","327,450","331,000","334,000","315,000","207.68K","-1.04%"
"2017- 09- 28","330,900","339,600","344,500","325,000","257.24K","-2.50%"
"2017- 09- 27","339,400","321,000","341,000","320,000","240.45K","5.72%"
"2017- 09- 26","321,050","324,000","328,100","321,050","149.10K","-0.94%"
"2017- 09- 25","324,100","318,250","325,700","318,250","303.66K","1.81%"
"2017- 09- 24","318,350","324,250","332,100","315,500","586.90K","-1.79%"
"2017- 09- 23","324,150","302,000","324,800","297,000","389.85K","7.03%"
"2017- 09- 22","302,850","292,000","308,500","290,700","296.31K","3.61%"
"2017- 09- 21","292,300","319,400","324,950","290,000","424.11K","-8.44%"
"2017- 09- 20","319,250","318,000","325,350","313,000","259.31K","0.36%"
"2017- 09- 19","318,100","325,150","327,600","302,300","416.33K","-2.09%"
"2017- 09- 18","324,900","285,500","327,100","285,500","831.19K","13.82%"
"2017- 09- 17","285,450","283,850","292,350","268,200","269.41K","0.56%"
"2017- 09- 16","283,850","289,400","303,500","267,000","441.20K","-1.75%"
"2017- 09- 15","288,900","237,300","304,000","220,150","1.28M","21.34%"
"2017- 09- 14","238,100","317,600","322,800","235,000","723.86K","-25.08%"
"2017- 09- 13","317,800","332,300","332,950","303,150","419.03K","-4.39%"
"2017- 09- 12","332,400","338,200","351,000","330,000","316.39K","-1.83%"
"2017- 09- 11","338,600","333,250","350,550","327,250","269.08K","2.25%"
"2017- 09- 10","331,150","343,100","343,100","308,150","348.07K","-3.48%"
"2017- 09- 09","343,100","348,150","349,400","330,600","214.20K","-1.62%"
"2017- 09- 08","348,750","366,900","367,700","326,750","490.47K","-5.14%"
"2017- 09- 07","367,650","372,000","372,100","355,600","334.71K","-1.16%"
"2017- 09- 06","371,950","357,150","377,200","356,350","562.35K","4.16%"
"2017- 09- 05","357,100","336,550","366,350","296,500","1.07M","6.34%"
"2017- 09- 04","335,800","390,700","390,950","321,500","891.57K","-14.27%"
"2017- 09- 03","391,700","386,950","412,850","372,050","455.26K","0.64%"
"2017- 09- 02","389,200","428,300","430,450","355,200","585.11K","-9.09%"
"2017- 09- 01","428,100","425,650","433,550","423,550","208.86K","0.58%"
"2017- 08- 31","425,650","422,950","427,900","419,050","184.24K","0.63%"
"2017- 08- 30","423,000","412,800","438,350","405,100","570.77K","2.47%"
"2017- 08- 29","412,800","388,650","419,950","388,200","469.96K","6.27%"
"2017- 08- 28","388,450","390,000","393,000","375,650","329.80K","-0.40%"
"2017- 08- 27","390,000","378,200","390,500","377,000","210.85K","3.12%"
"2017- 08- 26","378,200","371,950","384,950","368,100","236.57K","1.67%"
"2017- 08- 25","372,000","367,200","379,400","366,000","306.03K","1.36%"
"2017- 08- 24","367,000","358,100","369,350","356,700","245.61K","2.50%"
"2017- 08- 23","358,050","353,000","367,100","351,000","332.34K","1.43%"
"2017- 08- 22","353,000","363,250","368,900","335,500","618.47K","-2.90%"
"2017- 08- 21","363,550","347,750","396,100","341,550","1.56M","4.62%"
"2017- 08- 20","347,500","337,000","349,600","335,650","262.93K","2.93%"
"2017- 08- 19","337,600","339,650","347,450","327,000","501.84K","-0.59%"
"2017- 08- 18","339,600","338,950","348,450","335,500","414.26K","0.16%"
"2017- 08- 17","339,050","343,550","351,550","339,000","491.70K","-1.30%"
"2017- 08- 16","343,500","334,550","351,700","328,000","583.24K","2.71%"
"2017- 08- 15","334,450","342,550","344,400","321,300","565.42K","-2.44%"
"2017- 08- 14","342,800","343,650","354,450","340,100","389.72K","-0.16%"
"2017- 08- 13","343,350","356,000","356,800","326,100","827.01K","-3.53%"
"2017- 08- 12","355,900","353,900","362,000","352,800","655.73K","0.54%"
"2017- 08- 11","354,000","337,000","355,600","335,800","588.14K","5.45%"
"2017- 08- 10","335,700","336,800","347,800","326,500","901.58K","-0.30%"
"2017- 08- 09","336,700","336,100","363,350","290,500","2.59M","0.13%"
"2017- 08- 08","336,250","303,100","339,250","300,500","1.32M","10.92%"
"2017- 08- 07","303,150","293,900","306,550","286,350","844.98K","3.06%"
"2017- 08- 06","294,150","291,750","312,000","281,500","1.57M","1.08%"
"2017- 08- 05","291,000","252,000","292,100","250,500","1.27M","15.45%"
"2017- 08- 04","252,050","254,450","257,650","248,700","709.66K","-0.96%"
"2017- 08- 03","254,500","248,700","257,500","248,450","660.23K","2.33%"
"2017- 08- 02","248,700","255,650","259,250","245,200","599.43K","-2.62%"
"2017- 08- 01","255,400","234,000","264,300","234,000","1.66M","9.40%"
"2017- 07- 31","233,450","225,200","234,150","218,300","509.15K","3.76%"
"2017- 07- 30","225,000","232,800","236,000","221,300","692.79K","-3.31%"
"2017- 07- 29","232,700","219,750","238,950","201,150","815.07K","5.82%"
"2017- 07- 28","219,900","227,800","230,000","217,050","348.17K","-3.51%"
"2017- 07- 27","227,900","228,700","229,650","226,000","228.32K","-0.31%"
"2017- 07- 26","228,600","233,000","238,500","218,950","716.59K","-1.85%"
"2017- 07- 25","232,900","250,100","250,400","221,250","1.03M","-6.91%"
"2017- 07- 24","250,200","252,000","252,950","249,050","185.62K","-0.71%"
"2017- 07- 23","252,000","254,100","255,550","245,150","356.31K","-0.88%"
"2017- 07- 22","254,250","242,700","257,950","239,050","457.81K","4.78%"
"2017- 07- 21","242,650","254,000","264,500","237,800","746.74K","-4.77%"
"2017- 07- 20","254,800","235,000","264,750","225,450","1.89M","8.80%"
"2017- 07- 19","234,200","274,200","282,000","207,900","2.26M","-14.68%"
"2017- 07- 18","274,500","224,800","320,450","206,650","2.08M","22.22%"
"2017- 07- 17","224,600","180,050","229,900","175,000","1.61M","24.47%"
"2017- 07- 16","180,450","190,550","195,300","132,750","1.40M","-5.47%"
"2017- 07- 15","190,900","233,050","234,450","188,000","708.28K","-18.12%"
"2017- 07- 14","233,150","247,650","248,400","223,150","362.13K","-5.80%"
"2017- 07- 13","247,500","273,800","273,800","237,750","419.06K","-9.61%"
"2017- 07- 12","273,800","236,650","274,850","229,300","736.50K","15.58%"
"2017- 07- 11","236,900","258,200","267,500","223,850","841.68K","-8.53%"
"2017- 07- 10","259,000","287,550","288,450","230,500","456.41K","-9.69%"
"2017- 07- 09","286,800","299,550","302,700","285,650","199.69K","-4.29%"
"2017- 07- 08","299,650","295,950","304,300","275,150","453.65K","1.22%"
"2017- 07- 07","296,050","319,600","320,850","294,050","261.70K","-7.37%"
"2017- 07- 06","319,600","316,900","329,950","311,400","265.67K","0.85%"
"2017- 07- 05","316,900","323,750","329,100","305,050","367.22K","-2.12%"
"2017- 07- 04","323,750","336,050","340,550","323,750","266.01K","-3.65%"
"2017- 07- 03","336,000","339,300","344,900","332,550","331.50K","-1.02%"
"2017- 07- 02","339,450","334,800","353,950","312,550","618.54K","1.48%"
"2017- 07- 01","334,500","356,650","357,250","323,750","633.10K","-6.20%"
"2017- 06- 30","356,600","357,000","373,850","351,000","498.30K","-0.20%"
"2017- 06- 29","357,300","389,000","391,000","342,700","998.44K","-8.13%"
"2017- 06- 28","388,900","355,000","397,700","323,600","1.29M","9.58%"
"2017- 06- 27","354,900","342,500","354,900","268,300","1.28M","3.62%"
"2017- 06- 26","342,500","378,350","393,050","297,400","1.05M","-9.39%"
"2017- 06- 25","378,000","399,150","408,000","320,000","440.54K","-5.36%"
"2017- 06- 24","399,400","420,500","421,800","390,050","263.00K","-5.01%"
"2017- 06- 23","420,450","422,500","427,500","418,000","154.71K","-0.46%"
"2017- 06- 22","422,400","430,950","442,750","415,500","284.70K","-1.86%"
"2017- 06- 21","430,400","455,300","457,000","400,500","479.38K","-5.44%"
"2017- 06- 20","455,150","450,200","462,000","448,650","229.09K","1.10%"
"2017- 06- 19","450,200","445,050","454,650","445,000","187.05K","1.17%"
"2017- 06- 18","445,000","456,950","463,500","442,450","253.74K","-2.62%"
"2017- 06- 17","456,950","436,850","458,000","431,150","260.26K","4.59%"
"2017- 06- 16","436,900","434,500","440,000","412,300","400.36K","0.68%"
"2017- 06- 15","433,950","421,400","438,500","350,100","1.09M","2.95%"
"2017- 06- 14","421,500","458,350","462,500","390,050","499.02K","-8.03%"
