"날짜","종가","시가","고가","저가","거래량","변동 %"
"2022- 06- 21","1,468,000","1,461,000","1,536,000","1,440,000","9.30K","0.48%"
"2022- 06- 20","1,461,000","1,463,000","1,512,000","1,375,000","12.28K","-0.14%"
"2022- 06- 19","1,463,000","1,312,000","1,490,000","1,237,000","20.37K","11.42%"
"2022- 06- 18","1,313,000","1,429,000","1,446,000","1,194,000","38.96K","-8.18%"
"2022- 06- 17","1,430,000","1,404,000","1,460,000","1,379,000","7.02K","1.85%"
"2022- 06- 16","1,404,000","1,601,000","1,620,000","1,385,000","23.15K","-12.30%"
"2022- 06- 15","1,601,000","1,574,000","1,623,000","1,346,000","37.66K","1.72%"
"2022- 06- 14","1,574,000","1,571,000","1,637,000","1,409,000","8.60K","0.19%"
"2022- 06- 13","1,571,000","1,869,000","1,895,000","1,521,000","23.59K","-15.94%"
"2022- 06- 12","1,869,000","1,999,000","2,009,000","1,854,000","8.98K","-6.50%"
"2022- 06- 11","1,999,000","2,155,000","2,175,000","1,953,000","13.40K","-7.24%"
"2022- 06- 10","2,155,000","2,271,000","2,289,000","2,146,000","6.90K","-5.11%"
"2022- 06- 09","2,271,000","2,281,000","2,317,000","2,264,000","3.24K","-0.48%"
"2022- 06- 08","2,282,000","2,292,000","2,327,000","2,248,000","3.48K","-0.44%"
"2022- 06- 07","2,292,000","2,347,000","2,360,000","2,209,000","10.32K","-2.34%"
"2022- 06- 06","2,347,000","2,294,000","2,410,000","2,293,000","3.57K","2.27%"
"2022- 06- 05","2,295,000","2,292,000","2,314,000","2,257,000","3.04K","0.13%"
"2022- 06- 04","2,292,000","2,263,000","2,303,000","2,234,000","2.42K","1.28%"
"2022- 06- 03","2,263,000","2,307,000","2,315,000","2,214,000","3.49K","-1.91%"
"2022- 06- 02","2,307,000","2,309,000","2,333,000","2,261,000","7.19K","-0.09%"
"2022- 06- 01","2,309,000","2,436,000","2,474,000","2,257,000","11.37K","-5.21%"
"2022- 05- 31","2,436,000","2,495,000","2,515,000","2,421,000","5.51K","-2.36%"
"2022- 05- 30","2,495,000","2,303,000","2,517,000","2,289,000","9.04K","8.34%"
"2022- 05- 29","2,303,000","2,282,000","2,323,000","2,251,000","3.60K","0.83%"
"2022- 05- 28","2,284,000","2,219,000","2,301,000","2,213,000","12.94K","2.93%"
"2022- 05- 27","2,219,000","2,308,000","2,329,000","2,200,000","11.84K","-3.81%"
"2022- 05- 26","2,307,000","2,490,000","2,510,000","2,255,000","23.90K","-7.35%"
"2022- 05- 25","2,490,000","2,519,000","2,561,000","2,474,000","9.09K","-1.15%"
"2022- 05- 24","2,519,000","2,527,000","2,547,000","2,448,000","9.71K","-0.32%"
"2022- 05- 23","2,527,000","2,625,000","2,664,000","2,513,000","15.36K","-3.73%"
"2022- 05- 22","2,625,000","2,549,000","2,638,000","2,542,000","8.36K","2.98%"
"2022- 05- 21","2,549,000","2,532,000","2,564,000","2,511,000","6.16K","0.59%"
"2022- 05- 20","2,534,000","2,580,000","2,646,000","2,490,000","10.85K","-1.82%"
"2022- 05- 19","2,581,000","2,460,000","2,604,000","2,443,000","10.35K","4.96%"
"2022- 05- 18","2,459,000","2,685,000","2,703,000","2,453,000","14.93K","-8.42%"
"2022- 05- 17","2,685,000","2,647,000","2,727,000","2,602,000","12.77K","1.44%"
"2022- 05- 16","2,647,000","2,799,000","2,801,000","2,610,000","12.98K","-5.43%"
"2022- 05- 15","2,799,000","2,726,000","2,818,000","2,661,000","10.82K","2.68%"
"2022- 05- 14","2,726,000","2,675,000","2,755,000","2,602,000","21.50K","1.98%"
"2022- 05- 13","2,673,000","2,601,000","2,820,000","2,573,000","11.39K","2.77%"
"2022- 05- 12","2,601,000","2,828,000","2,947,000","2,389,000","17.08K","-8.03%"
"2022- 05- 11","2,828,000","3,085,000","3,257,000","2,766,000","22.19K","-8.36%"
"2022- 05- 10","3,086,000","3,007,000","3,221,000","2,941,000","23.13K","2.49%"
"2022- 05- 09","3,011,000","3,304,000","3,325,000","3,001,000","23.63K","-8.87%"
"2022- 05- 08","3,304,000","3,450,000","3,456,000","3,280,000","6.10K","-4.23%"
"2022- 05- 07","3,450,000","3,511,000","3,518,000","3,421,000","3.39K","-1.74%"
"2022- 05- 06","3,511,000","3,576,000","3,584,000","3,442,000","3.40K","-1.82%"
"2022- 05- 05","3,576,000","3,749,000","3,773,000","3,548,000","13.53K","-4.61%"
"2022- 05- 04","3,749,000","3,588,000","3,780,000","3,576,000","9.83K","4.49%"
"2022- 05- 03","3,588,000","3,664,000","3,672,000","3,561,000","7.33K","-2.15%"
"2022- 05- 02","3,667,000","3,624,000","3,688,000","3,574,000","8.55K","1.19%"
"2022- 05- 01","3,624,000","3,566,000","3,649,000","3,527,000","7.89K","1.57%"
"2022- 04- 30","3,568,000","3,629,000","3,652,000","3,560,000","5.41K","-1.68%"
"2022- 04- 29","3,629,000","3,736,000","3,746,000","3,597,000","10.20K","-2.86%"
"2022- 04- 28","3,736,000","3,675,000","3,779,000","3,647,000","10.40K","1.63%"
"2022- 04- 27","3,676,000","3,590,000","3,698,000","3,580,000","7.52K","2.40%"
"2022- 04- 26","3,590,000","3,767,000","3,793,000","3,545,000","7.28K","-4.75%"
"2022- 04- 25","3,769,000","3,675,000","3,794,000","3,551,000","4.07K","2.56%"
"2022- 04- 24","3,675,000","3,699,000","3,722,000","3,663,000","3.80K","-0.65%"
"2022- 04- 23","3,699,000","3,724,000","3,739,000","3,670,000","6.93K","-0.67%"
"2022- 04- 22","3,724,000","3,750,000","3,776,000","3,697,000","7.43K","-0.69%"
"2022- 04- 21","3,750,000","3,823,000","3,926,000","3,721,000","4.81K","-1.91%"
"2022- 04- 20","3,823,000","3,846,000","3,923,000","3,790,000","6.26K","-0.60%"
"2022- 04- 19","3,846,000","3,804,000","3,884,000","3,770,000","3.72K","1.10%"
"2022- 04- 18","3,804,000","3,754,000","3,824,000","3,625,000","7.92K","1.33%"
"2022- 04- 17","3,754,000","3,821,000","3,836,000","3,747,000","5.59K","-1.75%"
"2022- 04- 16","3,821,000","3,804,000","3,847,000","3,771,000","3.44K","0.45%"
"2022- 04- 15","3,804,000","3,774,000","3,809,000","3,746,000","3.57K","0.79%"
"2022- 04- 14","3,774,000","3,895,000","3,910,000","3,730,000","8.97K","-3.03%"
"2022- 04- 13","3,892,000","3,809,000","3,908,000","3,766,000","10.23K","2.18%"
"2022- 04- 12","3,809,000","3,762,000","3,875,000","3,707,000","11.33K","1.28%"
"2022- 04- 11","3,761,000","4,003,000","4,019,000","3,726,000","12.81K","-6.14%"
"2022- 04- 10","4,007,000","4,060,000","4,104,000","3,998,000","6.07K","-1.31%"
"2022- 04- 09","4,060,000","3,996,000","4,071,000","3,980,000","3.34K","1.60%"
"2022- 04- 08","3,996,000","3,997,000","4,113,000","3,980,000","3.56K","0.00%"
"2022- 04- 07","3,996,000","3,893,000","4,047,000","3,878,000","6.84K","2.65%"
"2022- 04- 06","3,893,000","4,204,000","4,206,000","3,887,000","10.95K","-7.44%"
"2022- 04- 05","4,206,000","4,312,000","4,335,000","4,200,000","7.80K","-2.44%"
"2022- 04- 04","4,311,000","4,299,000","4,330,000","4,188,000","8.02K","0.28%"
"2022- 04- 03","4,299,000","4,215,000","4,342,000","4,180,000","2.38K","1.99%"
"2022- 04- 02","4,215,000","4,220,000","4,289,000","4,190,000","5.01K","-0.12%"
"2022- 04- 01","4,220,000","3,999,000","4,228,000","3,938,000","8.33K","5.55%"
"2022- 03- 31","3,998,000","4,077,000","4,138,000","3,982,000","9.32K","-1.94%"
"2022- 03- 30","4,077,000","4,090,000","4,120,000","4,016,000","7.80K","-0.32%"
"2022- 03- 29","4,090,000","4,018,000","4,181,000","4,018,000","9.81K","1.79%"
"2022- 03- 28","4,018,000","3,937,000","4,107,000","3,912,000","9.34K","2.06%"
"2022- 03- 27","3,937,000","3,815,000","3,940,000","3,783,000","16.17K","3.14%"
"2022- 03- 26","3,817,000","3,773,000","3,819,000","3,747,000","1.94K","1.17%"
"2022- 03- 25","3,773,000","3,740,000","3,838,000","3,715,000","5.07K","0.88%"
"2022- 03- 24","3,740,000","3,691,000","3,769,000","3,653,000","10.41K","1.33%"
"2022- 03- 23","3,691,000","3,629,000","3,697,000","3,572,000","7.83K","1.74%"
"2022- 03- 22","3,628,000","3,533,000","3,690,000","3,530,000","5.66K","2.69%"
"2022- 03- 21","3,533,000","3,504,000","3,609,000","3,470,000","6.10K","0.83%"
"2022- 03- 20","3,504,000","3,583,000","3,595,000","3,456,000","7.82K","-2.12%"
"2022- 03- 19","3,580,000","3,574,000","3,625,000","3,529,000","3.54K","0.17%"
"2022- 03- 18","3,574,000","3,440,000","3,610,000","3,387,000","7.23K","3.90%"
"2022- 03- 17","3,440,000","3,405,000","3,460,000","3,361,000","4.06K","1.06%"
"2022- 03- 16","3,404,000","3,237,000","3,424,000","3,224,000","6.82K","5.16%"
"2022- 03- 15","3,237,000","3,210,000","3,291,000","3,142,000","8.28K","0.84%"
"2022- 03- 14","3,210,000","3,156,000","3,239,000","3,133,000","6.86K","1.71%"
"2022- 03- 13","3,156,000","3,208,000","3,239,000","3,135,000","5.29K","-1.62%"
"2022- 03- 12","3,208,000","3,188,000","3,251,000","3,182,000","2.67K","0.63%"
"2022- 03- 11","3,188,000","3,235,000","3,317,000","3,148,000","4.73K","-1.45%"
"2022- 03- 10","3,235,000","3,352,000","3,360,000","3,187,000","3.52K","-3.49%"
"2022- 03- 09","3,352,000","3,205,000","3,415,000","3,197,000","4.96K","4.59%"
"2022- 03- 08","3,205,000","3,105,000","3,253,000","3,097,000","4.16K","3.22%"
"2022- 03- 07","3,105,000","3,172,000","3,278,000","3,059,000","10.71K","-2.11%"
"2022- 03- 06","3,172,000","3,291,000","3,306,000","3,161,000","7.49K","-3.62%"
"2022- 03- 05","3,291,000","3,241,000","3,310,000","3,212,000","3.43K","1.54%"
"2022- 03- 04","3,241,000","3,457,000","3,459,000","3,206,000","7.31K","-6.25%"
"2022- 03- 03","3,457,000","3,588,000","3,605,000","3,405,000","8.73K","-3.65%"
"2022- 03- 02","3,588,000","3,603,000","3,671,000","3,534,000","5.65K","-0.42%"
"2022- 03- 01","3,603,000","3,531,000","3,670,000","3,472,000","7.80K","2.04%"
"2022- 02- 28","3,531,000","3,214,000","3,540,000","3,163,000","15.42K","9.86%"
"2022- 02- 27","3,214,000","3,395,000","3,452,000","3,160,000","11.79K","-5.33%"
"2022- 02- 26","3,395,000","3,375,000","3,475,000","3,333,000","5.42K","0.59%"
"2022- 02- 25","3,375,000","3,173,000","3,450,000","3,141,000","11.16K","6.30%"
"2022- 02- 24","3,175,000","3,144,000","3,300,000","2,848,000","21.04K","1.02%"
"2022- 02- 23","3,143,000","3,202,000","3,333,000","3,141,000","10.07K","-1.84%"
"2022- 02- 22","3,202,000","3,143,000","3,240,000","3,062,000","12.01K","1.91%"
"2022- 02- 21","3,142,000","3,214,000","3,350,000","3,128,000","14.94K","-2.21%"
"2022- 02- 20","3,213,000","3,381,000","3,384,000","3,163,000","6.59K","-4.97%"
"2022- 02- 19","3,381,000","3,404,000","3,456,000","3,285,000","1.30K","-0.68%"
"2022- 02- 18","3,404,000","3,518,000","3,576,000","3,365,000","9.39K","-3.24%"
"2022- 02- 17","3,518,000","3,782,000","3,820,000","3,489,000","10.87K","-6.98%"
"2022- 02- 16","3,782,000","3,837,000","3,844,000","3,705,000","7.74K","-1.48%"
"2022- 02- 15","3,839,000","3,556,000","3,850,000","3,532,000","9.47K","7.99%"
"2022- 02- 14","3,555,000","3,512,000","3,597,000","3,450,000","9.99K","1.22%"
"2022- 02- 13","3,512,000","3,568,000","3,600,000","3,468,000","7.71K","-1.57%"
"2022- 02- 12","3,568,000","3,578,000","3,629,000","3,487,000","6.95K","-0.28%"
"2022- 02- 11","3,578,000","3,744,000","3,796,000","3,504,000","13.49K","-4.48%"
"2022- 02- 10","3,746,000","3,910,000","3,947,000","3,740,000","15.04K","-4.22%"
"2022- 02- 09","3,911,000","3,801,000","3,940,000","3,720,000","9.20K","2.89%"
"2022- 02- 08","3,801,000","3,826,000","3,926,000","3,685,000","13.24K","-0.65%"
"2022- 02- 07","3,826,000","3,732,000","3,878,000","3,670,000","10.81K","2.52%"
"2022- 02- 06","3,732,000","3,691,000","3,750,000","3,615,000","7.18K","1.11%"
"2022- 02- 05","3,691,000","3,644,000","3,750,000","3,608,000","6.79K","1.37%"
"2022- 02- 04","3,641,000","3,300,000","3,645,000","3,276,000","13.59K","10.33%"
"2022- 02- 03","3,300,000","3,298,000","3,363,000","3,178,000","10.66K","0.06%"
"2022- 02- 02","3,298,000","3,443,000","3,457,000","3,252,000","13.67K","-4.21%"
"2022- 02- 01","3,443,000","3,296,000","3,456,000","3,287,000","12.89K","4.46%"
"2022- 01- 31","3,296,000","3,239,000","3,326,000","3,077,000","11.02K","1.76%"
"2022- 01- 30","3,239,000","3,221,000","3,271,000","3,166,000","5.09K","0.65%"
"2022- 01- 29","3,218,000","3,141,000","3,248,000","3,118,000","8.54K","2.45%"
"2022- 01- 28","3,141,000","2,986,000","3,155,000","2,925,000","10.60K","5.19%"
"2022- 01- 27","2,986,000","3,012,000","3,085,000","2,875,000","16.10K","-0.86%"
"2022- 01- 26","3,012,000","2,983,000","3,316,000","2,940,000","29.72K","0.94%"
"2022- 01- 25","2,984,000","2,976,000","3,038,000","2,857,000","20.34K","0.27%"
"2022- 01- 24","2,976,000","3,102,000","3,103,000","2,677,000","24.94K","-4.09%"
"2022- 01- 23","3,103,000","2,991,000","3,130,000","2,928,000","12.93K","3.78%"
"2022- 01- 22","2,990,000","3,186,000","3,240,000","2,881,000","13.63K","-6.15%"
"2022- 01- 21","3,186,000","3,666,000","3,688,000","3,089,000","29.17K","-13.09%"
"2022- 01- 20","3,666,000","3,716,000","3,931,000","3,650,000","15.12K","-1.35%"
"2022- 01- 19","3,716,000","3,814,000","3,835,000","3,687,000","3.96K","-2.57%"
"2022- 01- 18","3,814,000","3,914,000","3,935,000","3,744,000","9.59K","-2.58%"
"2022- 01- 17","3,915,000","4,047,000","4,060,000","3,836,000","4.21K","-3.26%"
"2022- 01- 16","4,047,000","4,036,000","4,093,000","3,990,000","4.44K","0.27%"
"2022- 01- 15","4,036,000","4,013,000","4,077,000","3,972,000","3.36K","0.57%"
"2022- 01- 14","4,013,000","3,940,000","4,050,000","3,896,000","2.79K","1.96%"
"2022- 01- 13","3,936,000","4,096,000","4,138,000","3,931,000","13.01K","-3.91%"
"2022- 01- 12","4,096,000","3,967,000","4,136,000","3,913,000","5.01K","3.25%"
"2022- 01- 11","3,967,000","3,774,000","3,977,000","3,728,000","9.26K","5.11%"
"2022- 01- 10","3,774,000","3,890,000","3,914,000","3,605,000","8.90K","-2.98%"
"2022- 01- 09","3,890,000","3,855,000","3,953,000","3,802,000","5.81K","0.91%"
"2022- 01- 08","3,855,000","3,948,000","4,009,000","3,760,000","7.55K","-2.36%"
"2022- 01- 07","3,948,000","4,210,000","4,220,000","3,843,000","6.13K","-6.22%"
"2022- 01- 06","4,210,000","4,378,000","4,400,000","4,082,000","4.59K","-3.84%"
"2022- 01- 05","4,378,000","4,621,000","4,669,000","4,237,000","12.71K","-5.26%"
"2022- 01- 04","4,621,000","4,587,000","4,730,000","4,519,000","4.51K","0.74%"
"2022- 01- 03","4,587,000","4,656,000","4,672,000","4,509,000","3.78K","-1.48%"
"2022- 01- 02","4,656,000","4,577,000","4,677,000","4,545,000","4.11K","1.68%"
"2022- 01- 01","4,579,000","4,506,000","4,584,000","4,505,000","3.81K","1.62%"
"2021- 12- 31","4,506,000","4,499,000","4,630,000","4,440,000","5.13K","0.16%"
"2021- 12- 30","4,499,000","4,452,000","4,578,000","4,401,000","8.73K","1.08%"
"2021- 12- 29","4,451,000","4,644,000","4,677,000","4,418,000","12.75K","-4.16%"
"2021- 12- 28","4,644,000","4,886,000","4,889,000","4,636,000","6.19K","-4.95%"
"2021- 12- 27","4,886,000","4,915,000","4,954,000","4,863,000","3.80K","-0.59%"
"2021- 12- 26","4,915,000","4,962,000","4,974,000","4,889,000","3.53K","-0.95%"
"2021- 12- 25","4,962,000","4,929,000","4,996,000","4,899,000","3.08K","0.67%"
"2021- 12- 24","4,929,000","4,972,000","5,016,000","4,913,000","4.34K","-0.88%"
"2021- 12- 23","4,973,000","4,881,000","5,000,000","4,794,000","8.17K","1.91%"
"2021- 12- 22","4,880,000","4,923,000","4,975,000","4,850,000","4.59K","-0.87%"
"2021- 12- 21","4,923,000","4,852,000","4,977,000","4,807,000","5.11K","1.51%"
"2021- 12- 20","4,850,000","4,895,000","4,934,000","4,688,000","7.51K","-0.92%"
"2021- 12- 19","4,895,000","4,922,000","4,985,000","4,851,000","4.77K","-0.55%"
"2021- 12- 18","4,922,000","4,863,000","4,951,000","4,727,000","3.90K","1.19%"
"2021- 12- 17","4,864,000","4,947,000","4,985,000","4,665,000","10.65K","-1.70%"
"2021- 12- 16","4,948,000","5,021,000","5,106,000","4,937,000","8.48K","-1.45%"
"2021- 12- 15","5,021,000","4,770,000","5,119,000","4,636,000","13.74K","5.26%"
"2021- 12- 14","4,770,000","4,731,000","4,820,000","4,555,000","10.44K","0.82%"
"2021- 12- 13","4,731,000","5,114,000","5,122,000","4,650,000","13.76K","-7.49%"
"2021- 12- 12","5,114,000","5,083,000","5,170,000","4,992,000","4.68K","0.69%"
"2021- 12- 11","5,079,000","4,942,000","5,091,000","4,890,000","4.99K","2.77%"
"2021- 12- 10","4,942,000","5,110,000","5,240,000","4,932,000","8.97K","-3.31%"
"2021- 12- 09","5,111,000","5,453,000","5,493,000","5,095,000","6.87K","-6.27%"
"2021- 12- 08","5,453,000","5,368,000","5,470,000","5,250,000","6.22K","1.58%"
"2021- 12- 07","5,368,000","5,388,000","5,475,000","5,294,000","7.40K","-0.50%"
"2021- 12- 06","5,395,000","5,246,000","5,416,000","4,910,000","9.68K","2.84%"
"2021- 12- 05","5,246,000","5,197,000","5,356,000","5,044,000","8.11K","0.94%"
"2021- 12- 04","5,197,000","5,352,000","5,352,000","4,610,000","8.63K","-2.90%"
"2021- 12- 03","5,352,000","5,609,000","5,740,000","5,263,000","9.98K","-4.58%"
"2021- 12- 02","5,609,000","5,676,000","5,737,000","5,521,000","4.15K","-1.18%"
"2021- 12- 01","5,676,000","5,728,000","5,880,000","5,642,000","1.98K","-0.91%"
"2021- 11- 30","5,728,000","5,548,000","5,868,000","5,427,000","12.67K","3.24%"
"2021- 11- 29","5,548,000","5,424,000","5,561,000","5,383,000","7.83K","2.27%"
"2021- 11- 28","5,425,000","5,248,000","5,448,000","5,100,000","8.88K","3.37%"
"2021- 11- 27","5,248,000","5,139,000","5,318,000","5,110,000","6.52K","2.12%"
"2021- 11- 26","5,139,000","5,607,000","5,650,000","5,060,000","9.52K","-8.35%"
"2021- 11- 25","5,607,000","5,355,000","5,650,000","5,319,000","8.91K","4.71%"
"2021- 11- 24","5,355,000","5,398,000","5,440,000","5,236,000","9.52K","-0.80%"
"2021- 11- 23","5,398,000","5,118,000","5,450,000","5,083,000","8.73K","5.49%"
"2021- 11- 22","5,117,000","5,303,000","5,337,000","5,070,000","11.42K","-3.51%"
"2021- 11- 21","5,303,000","5,450,000","5,468,000","5,284,000","4.92K","-2.72%"
"2021- 11- 20","5,451,000","5,310,000","5,487,000","5,223,000","7.77K","2.66%"
"2021- 11- 19","5,310,000","4,945,000","5,327,000","4,924,000","5.76K","7.38%"
"2021- 11- 18","4,945,000","5,257,000","5,318,000","4,895,000","16.35K","-5.95%"
"2021- 11- 17","5,258,000","5,177,000","5,266,000","5,000,000","8.08K","1.56%"
"2021- 11- 16","5,177,000","5,562,000","5,562,000","5,128,000","9.71K","-6.92%"
"2021- 11- 15","5,562,000","5,606,000","5,745,000","5,533,000","6.55K","-0.78%"
"2021- 11- 14","5,606,000","5,616,000","5,679,000","5,500,000","5.45K","-0.18%"
"2021- 11- 13","5,616,000","5,687,000","5,729,000","5,578,000","3.49K","-1.25%"
"2021- 11- 12","5,687,000","5,745,000","5,814,000","5,541,000","7.47K","-1.01%"
"2021- 11- 11","5,745,000","5,670,000","5,793,000","5,596,000","5.57K","1.25%"
"2021- 11- 10","5,674,000","5,706,000","5,816,000","5,545,000","15.82K","-0.56%"
"2021- 11- 09","5,706,000","5,802,000","5,814,000","5,681,000","7.74K","-1.65%"
"2021- 11- 08","5,802,000","5,589,000","5,814,000","5,589,000","7.81K","3.77%"
"2021- 11- 07","5,591,000","5,476,000","5,610,000","5,466,000","4.44K","2.10%"
"2021- 11- 06","5,476,000","5,440,000","5,490,000","5,328,000","5.97K","0.62%"
"2021- 11- 05","5,442,000","5,444,000","5,477,000","5,381,000","6.28K","-0.04%"
"2021- 11- 04","5,444,000","5,466,000","5,476,000","5,350,000","9.44K","-0.42%"
"2021- 11- 03","5,467,000","5,383,000","5,495,000","5,259,000","10.43K","1.64%"
"2021- 11- 02","5,379,000","5,136,000","5,395,000","5,092,000","10.84K","4.73%"
"2021- 11- 01","5,136,000","5,075,000","5,200,000","4,950,000","7.56K","1.18%"
"2021- 10- 31","5,076,000","5,140,000","5,239,000","5,000,000","7.58K","-1.25%"
"2021- 10- 30","5,140,000","5,298,000","5,309,000","5,080,000","10.87K","-2.89%"
"2021- 10- 29","5,293,000","5,160,000","5,342,000","5,134,000","15.54K","2.58%"
"2021- 10- 28","5,160,000","4,807,000","5,160,000","4,755,000","16.32K","7.37%"
"2021- 10- 27","4,806,000","4,997,000","5,172,000","4,800,000","12.62K","-3.92%"
"2021- 10- 26","5,002,000","5,102,000","5,138,000","4,980,000","12.32K","-1.98%"
"2021- 10- 25","5,103,000","4,995,000","5,114,000","4,981,000","9.16K","2.10%"
"2021- 10- 24","4,998,000","5,090,000","5,110,000","4,884,000","10.75K","-1.81%"
"2021- 10- 23","5,090,000","4,863,000","5,098,000","4,823,000","9.97K","4.69%"
"2021- 10- 22","4,862,000","4,958,000","5,080,000","4,782,000","13.81K","-1.94%"
"2021- 10- 21","4,958,000","5,019,000","5,274,000","4,912,000","14.85K","-1.24%"
"2021- 10- 20","5,020,000","4,745,000","5,030,000","4,686,000","15.53K","5.77%"
"2021- 10- 19","4,746,000","4,627,000","4,754,000","4,608,000","10.92K","2.64%"
"2021- 10- 18","4,624,000","4,747,000","4,787,000","4,543,000","9.57K","-2.59%"
"2021- 10- 17","4,747,000","4,705,000","4,796,000","4,558,000","13.35K","0.89%"
"2021- 10- 16","4,705,000","4,751,000","4,843,000","4,680,000","8.76K","-0.97%"
"2021- 10- 15","4,751,000","4,611,000","4,763,000","4,557,000","11.86K","3.04%"
"2021- 10- 14","4,611,000","4,388,000","4,641,000","4,367,000","11.64K","5.08%"
"2021- 10- 13","4,388,000","4,315,000","4,397,000","4,204,000","5.02K","1.67%"
"2021- 10- 12","4,316,000","4,375,000","4,375,000","4,225,000","4.63K","-1.35%"
"2021- 10- 11","4,375,000","4,232,000","4,425,000","4,191,000","4.90K","3.40%"
"2021- 10- 10","4,231,000","4,363,000","4,392,000","4,226,000","5.74K","-3.03%"
"2021- 10- 09","4,363,000","4,356,000","4,435,000","4,332,000","3.06K","0.21%"
"2021- 10- 08","4,354,000","4,365,000","4,465,000","4,320,000","3.68K","-0.25%"
"2021- 10- 07","4,365,000","4,337,000","4,428,000","4,226,000","4.85K","0.62%"
"2021- 10- 06","4,338,000","4,219,000","4,393,000","4,067,000","11.23K","2.80%"
"2021- 10- 05","4,220,000","4,126,000","4,263,000","4,086,000","7.50K","2.28%"
"2021- 10- 04","4,126,000","4,147,000","4,160,000","3,996,000","8.75K","-0.51%"
"2021- 10- 03","4,147,000","4,128,000","4,209,000","4,062,000","7.28K","0.46%"
"2021- 10- 02","4,128,000","4,012,000","4,200,000","3,964,000","8.66K","2.89%"
"2021- 10- 01","4,012,000","3,664,000","4,024,000","3,638,000","8.72K","9.50%"
"2021- 09- 30","3,664,000","3,489,000","3,704,000","3,474,000","7.61K","5.02%"
"2021- 09- 29","3,489,000","3,437,000","3,588,000","3,412,000","8.81K","1.51%"
"2021- 09- 28","3,437,000","3,593,000","3,625,000","3,422,000","11.32K","-4.34%"
"2021- 09- 27","3,593,000","3,741,000","3,834,000","3,585,000","7.98K","-3.96%"
"2021- 09- 26","3,741,000","3,582,000","3,796,000","3,395,000","7.89K","4.44%"
"2021- 09- 25","3,582,000","3,567,000","3,603,000","3,429,000","7.51K","0.42%"
"2021- 09- 24","3,567,000","3,821,000","3,824,000","3,411,000","9.94K","-6.65%"
"2021- 09- 23","3,821,000","3,804,000","3,869,000","3,684,000","6.56K","0.45%"
"2021- 09- 22","3,804,000","3,440,000","3,814,000","3,382,000","13.01K","10.68%"
"2021- 09- 21","3,437,000","3,725,000","3,816,000","3,390,000","25.29K","-7.66%"
"2021- 09- 20","3,722,000","4,085,000","4,096,000","3,692,000","13.85K","-8.86%"
"2021- 09- 19","4,084,000","4,169,000","4,178,000","4,031,000","4.55K","-2.04%"
"2021- 09- 18","4,169,000","4,144,000","4,267,000","4,113,000","5.03K","0.63%"
"2021- 09- 17","4,143,000","4,277,000","4,299,000","4,084,000","5.41K","-3.13%"
"2021- 09- 16","4,277,000","4,285,000","4,354,000","4,197,000","7.52K","-0.19%"
"2021- 09- 15","4,285,000","4,127,000","4,290,000","4,023,000","12.93K","4.03%"
"2021- 09- 14","4,119,000","3,966,000","4,120,000","3,947,000","7.73K","3.86%"
"2021- 09- 13","3,966,000","4,079,000","4,109,000","3,841,000","4.64K","-2.77%"
"2021- 09- 12","4,079,000","3,958,000","4,156,000","3,916,000","5.25K","3.03%"
"2021- 09- 11","3,959,000","3,934,000","4,029,000","3,905,000","2.92K","0.64%"
"2021- 09- 10","3,934,000","4,122,000","4,234,000","3,882,000","10.82K","-4.56%"
"2021- 09- 09","4,122,000","4,223,000","4,257,000","4,073,000","8.50K","-2.39%"
"2021- 09- 08","4,223,000","4,147,000","4,302,000","3,828,000","10.52K","1.98%"
"2021- 09- 07","4,141,000","4,540,000","4,554,000","3,810,000","28.61K","-8.79%"
"2021- 09- 06","4,540,000","4,522,000","4,568,000","4,461,000","4.47K","0.38%"
"2021- 09- 05","4,523,000","4,507,000","4,570,000","4,431,000","5.28K","0.36%"
"2021- 09- 04","4,507,000","4,556,000","4,599,000","4,453,000","5.62K","-1.05%"
"2021- 09- 03","4,555,000","4,401,000","4,670,000","4,326,000","7.53K","3.52%"
"2021- 09- 02","4,400,000","4,426,000","4,447,000","4,322,000","6.97K","-0.59%"
"2021- 09- 01","4,426,000","4,019,000","4,443,000","3,965,000","14.25K","10.13%"
"2021- 08- 31","4,019,000","3,819,000","4,052,000","3,775,000","7.71K","5.24%"
"2021- 08- 30","3,819,000","3,778,000","3,916,000","3,700,000","14.54K","1.09%"
"2021- 08- 29","3,778,000","3,808,000","3,843,000","3,717,000","2.75K","-0.79%"
"2021- 08- 28","3,808,000","3,829,000","3,850,000","3,752,000","2.48K","-0.55%"
"2021- 08- 27","3,829,000","3,644,000","3,846,000","3,602,000","7.61K","5.11%"
"2021- 08- 26","3,643,000","3,768,000","3,782,000","3,597,000","5.12K","-3.32%"
"2021- 08- 25","3,768,000","3,728,000","3,779,000","3,604,000","4.66K","1.02%"
"2021- 08- 24","3,730,000","3,869,000","3,894,000","3,713,000","10.26K","-3.59%"
"2021- 08- 23","3,869,000","3,792,000","3,910,000","3,781,000","5.97K","2.03%"
"2021- 08- 22","3,792,000","3,797,000","3,828,000","3,696,000","5.50K","-0.13%"
"2021- 08- 21","3,797,000","3,840,000","3,859,000","3,773,000","5.44K","-1.12%"
"2021- 08- 20","3,840,000","3,740,000","3,866,000","3,728,000","10.45K","2.67%"
"2021- 08- 19","3,740,000","3,552,000","3,740,000","3,502,000","12.43K","5.35%"
